transformation,family,gene_mean,gene_var
logp1,delta_method,0.0025,0.001495752141414629
logp1,delta_method,0.8925,1.5480643239485143
logp1,delta_method,0.2275,0.37791884571366063
logp1,delta_method,0.0125,0.17200269428991707
logp1,delta_method,0.1725,0.5024709390147254
logp1,delta_method,0.095,0.18700421652074695
logp1,delta_method,0.8525,1.2360382413135111
logp1,delta_method,1.0425,1.5241235462067104
logp1,delta_method,0.0425,0.25296595747088046
logp1,delta_method,0.145,0.4620950864445288
logp1,delta_method,0.1525,0.2785493928977744
logp1,delta_method,0.16,0.18297289329492225
logp1,delta_method,0.3575,1.1238757846802239
logp1,delta_method,0.1725,0.5885351507360959
logp1,delta_method,0.9125,1.4035520531721537
logp1,delta_method,0.36,0.5290855931407964
logp1,delta_method,0.0375,0.01165326034623819
logp1,delta_method,0.03,0.01758839390756268
logp1,delta_method,0.0325,0.030688803011303056
logp1,delta_method,0.1,0.2076334037272376
logp1,delta_method,0.0025,7.432793273364095e-4
logp1,delta_method,0.0025,0.0016355989061169762
logp1,delta_method,1.1725,1.5988485927030154
logp1,delta_method,0.005,0.030193741659573295
logp1,delta_method,0.08,0.16131965365932346
logp1,delta_method,0.0025,7.219805662795606e-4
logp1,delta_method,0.455,0.8811384949541875
logp1,delta_method,0.13,0.2980957568406911
logp1,delta_method,0.0125,0.021311749953220754
logp1,delta_method,0.065,0.16263922543945158
logp1,delta_method,0.0025,0.0010055502131883782
logp1,delta_method,0.0075,0.054796341447070455
logp1,delta_method,1.9725,2.422952121968961
logp1,delta_method,0.0225,0.020327482396663106
logp1,delta_method,0.045,0.06626773594264491
logp1,delta_method,0.09,0.24165153753226748
logp1,delta_method,0.155,0.36214387971803524
logp1,delta_method,0.6775,0.9894768427477462
logp1,delta_method,0.0225,0.04448391719333901
logp1,delta_method,0.0025,0.003258554178558171
logp1,delta_method,0.08,0.2825825487179954
logp1,delta_method,0.1725,0.5707476552496945
logp1,delta_method,0.025,0.05031119358960252
logp1,delta_method,1.0975,1.8526196444269338
logp1,delta_method,0.005,0.04043668406405194
logp1,delta_method,0.01,0.00458940389168867
logp1,delta_method,1.0625,2.4112368305628067
logp1,delta_method,0.195,0.43863047052320125
logp1,delta_method,0.0075,0.03100269935417855
logp1,delta_method,0.6275,1.3750921640075096
logp1,delta_method,0.0075,0.01382752153323789
logp1,delta_method,1.735,2.7253983544917237
logp1,delta_method,0.0075,0.0018670471274191997
logp1,delta_method,2.795,2.7495520591417164
logp1,delta_method,0.0025,0.0016355989061169762
logp1,delta_method,0.49,0.8063793888980476
logp1,delta_method,0.015,0.04993141325126672
logp1,delta_method,0.0025,0.0017438510748405116
logp1,delta_method,0.01,0.006142433383326513
logp1,delta_method,0.1025,0.20015445956385852
logp1,delta_method,0.22,0.48028961698162304
logp1,delta_method,0.6575,1.1049308890821221
logp1,delta_method,0.0175,0.056320495181825844
logp1,delta_method,2.86,3.0412161122727976
logp1,delta_method,0.04,0.1474730239084092
logp1,delta_method,0.93,1.128845634878563
logp1,delta_method,0.005,0.004509241855149109
logp1,delta_method,0.035,0.0678082693499432
logp1,delta_method,0.0875,0.31181686934433156
logp1,delta_method,0.07,0.2762901433614217
logp1,delta_method,0.0375,0.1171812446303543
logp1,delta_method,0.97,1.7601160057081044
logp1,delta_method,0.21,0.39439182652286126
logp1,delta_method,0.22,0.5129938833595521
logp1,delta_method,0.015,0.12447530648801548
logp1,delta_method,0.015,0.028235950414178056
logp1,delta_method,0.6625,1.1285692645233798
logp1,delta_method,0.1725,0.34030356361978
logp1,delta_method,1.3725,1.9482810683497453
logp1,delta_method,1.18,1.799987140347231
logp1,delta_method,0.0075,0.00879934069491483
logp1,delta_method,0.115,0.19148459383508193
logp1,delta_method,0.0025,0.0053906063639001045
logp1,delta_method,0.0075,0.05659316372298508
logp1,delta_method,0.1975,0.41736018589877805
logp1,delta_method,0.4075,0.7302326710861984
logp1,delta_method,0.13,0.3148475345589798
logp1,delta_method,0.09,0.4923114319613426
logp1,delta_method,0.4775,0.6217482438061701
logp1,delta_method,0.33,0.4339965764631005
logp1,delta_method,0.025,0.1207376452113848
logp1,delta_method,0.0125,0.0039053622428890733
logp1,delta_method,0.0075,0.016178046111216565
logp1,delta_method,0.0075,0.004618066561479097
logp1,delta_method,0.035,0.08258973912603601
logp1,delta_method,0.7975,1.0992211338319926
logp1,delta_method,0.6075,1.070476509490696
logp1,delta_method,0.0025,8.853887360794243e-4
logp1,delta_method,1.53,2.0207524058188295
logp1,delta_method,0.3225,0.41532434501966803
logp1,delta_method,0.1575,0.3999961564772518
logp1,delta_method,1.2325,1.539687884383173
logp1,delta_method,0.015,0.01853502125065547
logp1,delta_method,0.0075,0.02279252638964743
logp1,delta_method,0.005,0.018633874428747175
logp1,delta_method,0.005,0.001991993674720626
logp1,delta_method,0.0175,0.09852888324087368
logp1,delta_method,0.0125,0.035609923928553514
logp1,delta_method,0.1525,0.18558946844419372
logp1,delta_method,0.0125,0.0565010238700865
logp1,delta_method,0.0025,0.00267493374187609
logp1,delta_method,0.005,0.002146301340544055
logp1,delta_method,0.0225,0.02588929272707495
logp1,delta_method,0.47,0.7578871602484938
logp1,delta_method,0.575,0.9286771798540481
logp1,delta_method,0.0025,0.0011467924590072912
logp1,delta_method,0.0125,0.00985249972429748
logp1,delta_method,0.0075,0.0338807345541615
logp1,delta_method,0.0875,0.17202167197213175
logp1,delta_method,0.005,0.0026273071652522604
logp1,delta_method,0.01,0.04357165392653759
logp1,delta_method,0.0125,0.01127168090491798
logp1,delta_method,0.0025,0.014108864751594926
logp1,delta_method,1.345,1.9047783396895333
logp1,delta_method,0.33,0.6167962842199092
logp1,delta_method,0.0125,0.05502827710133425
logp1,delta_method,0.3775,0.6663179568624303
logp1,delta_method,0.095,0.09887629284092404
logp1,delta_method,0.3975,1.2751556084544675
logp1,delta_method,0.0075,0.003550870365242372
logp1,delta_method,0.775,1.0911461442237813
logp1,delta_method,0.005,0.05024244617957608
logp1,delta_method,0.23,0.3580039117366781
logp1,delta_method,0.15,0.13014773563215282
logp1,delta_method,30.6975,2.4257212993745347
logp1,delta_method,0.0025,0.0010451164809816022
logp1,delta_method,0.0725,0.12173901474651892
logp1,delta_method,2.5,2.7066912019333507
logp1,delta_method,0.0075,0.00440558812865856
logp1,delta_method,1.0025,1.6080888165990024
logp1,delta_method,0.0225,0.2383158503720679
logp1,delta_method,0.3025,0.3087559963026759
logp1,delta_method,14.9225,2.818569407678063
logp1,delta_method,0.775,2.498147959349699
logp1,delta_method,0.0625,0.06293276971765209
logp1,delta_method,0.03,0.05565637351613893
logp1,delta_method,1.685,2.3933994510447842
logp1,delta_method,0.21,0.5312898169178591
logp1,delta_method,0.68,1.2851835218211336
logp1,delta_method,0.445,0.6574215851536616
logp1,delta_method,0.325,0.8369819731977626
logp1,delta_method,0.1,0.1085489951856976
logp1,delta_method,0.0025,0.02269398222093683
logp1,delta_method,0.6175,0.9547170797966706
logp1,delta_method,0.34,0.6373405743175105
logp1,delta_method,0.0025,5.390427375098488e-4
logp1,delta_method,0.0025,0.0024691569056220553
logp1,delta_method,0.3175,0.7699210674511074
logp1,delta_method,0.14,0.3220897790865736
logp1,delta_method,0.0025,7.432793273364095e-4
logp1,delta_method,0.0975,0.22549130169420523
logp1,delta_method,32.93,2.9362909028239694
logp1,delta_method,0.0025,7.219805662795606e-4
logp1,delta_method,0.015,0.013387310630511259
logp1,delta_method,0.2125,0.6096614235135644
logp1,delta_method,1.3975,1.9362189047533147
logp1,delta_method,0.0125,0.00573468228967588
logp1,delta_method,0.0025,0.03613441067658562
logp1,delta_method,0.04,0.14465513930771315
logp1,delta_method,0.0025,0.00267493374187609
logp1,delta_method,0.455,0.8007483533618072
logp1,delta_method,0.005,0.007334009653561688
logp1,delta_method,0.005,0.04412337014644045
logp1,delta_method,0.4075,0.7030298250136269
logp1,delta_method,0.0025,0.001318732731297522
logp1,delta_method,0.03,0.1372222236766742
logp1,delta_method,0.11,0.24866397539860893
logp1,delta_method,0.1625,0.4506828512732945
logp1,delta_method,0.0025,0.00122736603423488
logp1,delta_method,0.02,0.059914270930086014
logp1,delta_method,0.005,0.030214873213010293
logp1,delta_method,0.1525,0.4484110232309905
logp1,delta_method,0.005,0.0028473864685654962
logp1,delta_method,0.0475,0.07134902342294394
logp1,delta_method,0.0075,0.005429770859571667
logp1,delta_method,0.345,0.40732025127088645
logp1,delta_method,0.385,0.6611313232715171
logp1,delta_method,0.1825,0.4610069814374147
logp1,delta_method,0.015,0.020068910559084708
logp1,delta_method,0.3825,0.6836794167857801
logp1,delta_method,0.51,0.9457411965174274
logp1,delta_method,1.4875,2.103230682728759
logp1,delta_method,0.005,0.0015054398628539468
logp1,delta_method,0.09,0.09826179686148254
logp1,delta_method,0.0275,0.01647658442493021
logp1,delta_method,0.2425,0.7726927629296771
logp1,delta_method,0.2025,0.8435919195818863
logp1,delta_method,0.085,0.47652483959528386
logp1,delta_method,0.0725,0.1091353472754842
logp1,delta_method,0.0425,0.05149863029424478
logp1,delta_method,0.475,0.4822398928739163
logp1,delta_method,0.16,0.18503853246829124
logp1,delta_method,0.0225,0.06731424010350276
logp1,delta_method,0.1375,0.2504811059842148
logp1,delta_method,0.4175,0.6969284849983086
logp1,delta_method,0.0025,6.730065999275901e-4
logp1,delta_method,0.0075,0.045205701705454654
logp1,delta_method,0.8925,1.2716964558901547
logp1,delta_method,0.0025,6.730065999275901e-4
logp1,delta_method,2.4325,3.6374879356751753
logp1,delta_method,0.0075,0.0019316405164305727
logp1,delta_method,0.68,0.7248134712017358
logp1,delta_method,0.0875,0.1852339779891374
logp1,delta_method,0.33,0.4172158563928249
logp1,delta_method,0.025,0.04721675306312233
logp1,delta_method,0.72,1.3974238429573946
logp1,delta_method,0.68,0.8913937052663972
logp1,delta_method,0.37,0.678180391104011
logp1,delta_method,0.305,0.7567826345874373
logp1,delta_method,0.0025,0.0013610077485506113
logp1,delta_method,2.4775,3.038738077932167
logp1,delta_method,0.005,0.001990430357279465
logp1,delta_method,0.08,0.30220187358995054
logp1,delta_method,0.0025,0.0010451164809816022
logp1,delta_method,0.0575,0.14476055870805596
logp1,delta_method,0.275,0.41188204153185315
logp1,delta_method,1.535,2.0042272434671013
logp1,delta_method,0.105,0.19041853698809122
logp1,delta_method,1.325,2.0137232479574587
logp1,delta_method,0.2675,0.3952626255248833
logp1,delta_method,0.0225,0.08893278719416478
logp1,delta_method,0.0775,0.40614498561359463
logp1,delta_method,0.005,0.01578824138610052
logp1,delta_method,0.0075,0.002360037316251398
logp1,delta_method,54.6,5.266443587250845
logp1,delta_method,0.0275,0.04144107588999985
logp1,delta_method,0.0025,6.616809581399556e-4
logp1,delta_method,1.1225,1.522229684645822
logp1,delta_method,0.0025,0.0010451164809816022
logp1,delta_method,0.005,0.0015246819255442109
logp1,delta_method,1.6425,2.283066075438266
logp1,delta_method,0.4675,0.6979977401999868
logp1,delta_method,0.0025,0.001495752141414629
logp1,delta_method,2.12,2.4906156657617027
logp1,delta_method,1.2475,1.8726435515176243
logp1,delta_method,18.7125,5.11608021897127
logp1,delta_method,0.0825,0.16399777061929027
logp1,delta_method,0.25,0.389762242179255
logp1,delta_method,0.875,1.4103996454751055
logp1,delta_method,0.08,0.18501334608458458
logp1,delta_method,0.0125,0.005633769453640415
logp1,delta_method,0.0275,0.15724297595432887
logp1,delta_method,0.2225,0.45836863628050634
logp1,delta_method,0.275,0.3019546644991844
logp1,delta_method,0.5975,0.7997045426485899
logp1,delta_method,0.005,0.004177226451337367
logp1,delta_method,0.31,0.809760839349119
logp1,delta_method,0.0725,0.0696008685877883
logp1,delta_method,3.1025,3.323308897512356
logp1,delta_method,0.18,0.530512928228594
logp1,delta_method,0.0025,0.0010702758060883175
logp1,delta_method,0.38,1.0934233843531063
logp1,delta_method,0.0025,7.309266757572526e-4
logp1,delta_method,1.485,2.2161915998749806
logp1,delta_method,1.2975,1.840837632049726
logp1,delta_method,0.0675,0.16125672871722954
logp1,delta_method,1.2975,2.033506339303704
logp1,delta_method,0.1825,0.5329410906519642
logp1,delta_method,0.6375,0.9644229265221512
logp1,delta_method,0.0025,7.650295129697212e-4
logp1,delta_method,2.9825,2.951382705705587
logp1,delta_method,0.205,0.2736306662720488
logp1,delta_method,0.0025,8.894203062304383e-4
logp1,delta_method,4.8825,3.2648875580341534
logp1,delta_method,0.8875,1.2313592226056398
logp1,delta_method,0.7125,1.7149326019201256
logp1,delta_method,0.5225,0.9018159986378594
logp1,delta_method,0.425,1.1925324338195584
logp1,delta_method,0.325,0.5471227155125036
logp1,delta_method,0.0225,0.020261150405089114
logp1,delta_method,0.005,0.002217710333160827
logp1,delta_method,0.225,0.48244189345193944
logp1,delta_method,0.0075,0.004785771013156204
logp1,delta_method,0.1525,0.510529861919341
logp1,delta_method,0.0975,0.160694852491794
logp1,delta_method,0.0025,8.342297629331194e-4
logp1,delta_method,0.105,0.17597140456833968
logp1,delta_method,0.1,0.16437526612505948
logp1,delta_method,0.0225,0.2586767082101347
logp1,delta_method,6.1725,3.56142356037423
logp1,delta_method,0.07,0.17935683187792797
logp1,delta_method,1.175,2.041166898046157
logp1,delta_method,0.0025,0.0016786448113795223
logp1,delta_method,0.1075,0.2846428011981355
logp1,delta_method,0.5225,0.6798333076567868
logp1,delta_method,0.0075,0.036825063796456635
logp1,delta_method,0.0025,0.004199538724161926
logp1,delta_method,0.0025,0.00100657578487438
logp1,delta_method,0.06,0.05484931323292259
logp1,delta_method,0.0075,0.037777095679608776
logp1,delta_method,0.0575,0.14187578878187768
logp1,delta_method,0.055,0.1499235550968708
logp1,delta_method,0.6625,1.2803493377684958
logp1,delta_method,0.005,0.03877791835800795
logp1,delta_method,0.0025,0.03569917954265318
logp1,delta_method,0.1725,0.4729897406146079
logp1,delta_method,0.1675,0.36342991194687335
logp1,delta_method,0.1475,0.3479392643732764
logp1,delta_method,2.7925,2.934278301150774
logp1,delta_method,7.8225,4.251014647344762
logp1,delta_method,0.4025,0.7936574102020891
logp1,delta_method,0.075,0.08768110147476794
logp1,delta_method,0.0075,0.009004387139709864
logp1,delta_method,0.2725,0.7081739298701248
logp1,delta_method,0.4,0.7633661900162786
logp1,delta_method,0.605,1.0844161268923824
logp1,delta_method,2.3775,2.519109640318318
logp1,delta_method,0.0325,0.020225455527780753
logp1,delta_method,0.0075,0.016752453459943636
logp1,delta_method,0.0075,0.06420978010719088
logp1,delta_method,0.035,0.05085086182343707
logp1,delta_method,0.015,0.0060018050024823535
logp1,delta_method,0.0025,0.0031172264985632045
logp1,delta_method,0.2425,0.43862300727514475
logp1,delta_method,0.4025,0.6408225262346918
logp1,delta_method,0.18,0.3532071023806044
logp1,delta_method,0.4775,0.6315933428719276
logp1,delta_method,2.295,2.6096995651160473
logp1,delta_method,1.01,1.1139545350157043
logp1,delta_method,3.78,3.28887487530189
logp1,delta_method,0.23,0.41055038594342613
logp1,delta_method,0.005,0.04595813157173255
logp1,delta_method,0.01,0.07452948492779762
logp1,delta_method,0.0975,0.306920303590967
logp1,delta_method,0.1975,0.40914434181294645
logp1,delta_method,179.9375,2.1530452434451
logp1,delta_method,0.005,0.010600021129284846
logp1,delta_method,0.095,0.21570011231060926
logp1,delta_method,0.03,0.15993656987380284
logp1,delta_method,0.0175,0.04030727165693497
logp1,delta_method,0.015,0.014955178580846985
logp1,delta_method,0.01,0.0033425890231486236
logp1,delta_method,0.3325,0.8085731296191719
logp1,delta_method,0.0025,9.049517095390876e-4
logp1,delta_method,0.025,0.08825820253694192
logp1,delta_method,0.0025,8.32299936978232e-4
logp1,delta_method,28.28,2.0129798200519904
