transformation,family,gene_mean,gene_var
logp1_zscore,delta_method,0.02,1.0000000000000002
logp1_zscore,delta_method,0.5025,1.0000000000000029
logp1_zscore,delta_method,0.0125,0.9999999999999973
logp1_zscore,delta_method,0.05,0.9999999999999913
logp1_zscore,delta_method,0.18,1.0000000000000013
logp1_zscore,delta_method,0.035,0.9999999999999938
logp1_zscore,delta_method,0.595,1.0000000000000033
logp1_zscore,delta_method,0.4625,1.0000000000000044
logp1_zscore,delta_method,0.0025,0.9999999999999984
logp1_zscore,delta_method,0.8925,1.000000000000003
logp1_zscore,delta_method,0.26,0.999999999999994
logp1_zscore,delta_method,0.165,1.0000000000000013
logp1_zscore,delta_method,3.81,0.9999999999999999
logp1_zscore,delta_method,0.025,1.0000000000000009
logp1_zscore,delta_method,0.625,0.9999999999999964
logp1_zscore,delta_method,0.62,0.9999999999999973
logp1_zscore,delta_method,0.2625,0.999999999999997
logp1_zscore,delta_method,4.6075,0.999999999999998
logp1_zscore,delta_method,0.0025,0.9999999999999987
logp1_zscore,delta_method,16.69,0.9999999999999997
logp1_zscore,delta_method,0.0125,1.0000000000000069
logp1_zscore,delta_method,0.005,0.9999999999999991
logp1_zscore,delta_method,0.01,1.0000000000000029
logp1_zscore,delta_method,0.11,0.9999999999999946
logp1_zscore,delta_method,0.0275,1.0000000000000024
logp1_zscore,delta_method,0.1625,1.0000000000000047
logp1_zscore,delta_method,0.1475,0.9999999999999984
logp1_zscore,delta_method,0.0025,0.9999999999999981
logp1_zscore,delta_method,0.0075,0.999999999999991
logp1_zscore,delta_method,0.12,0.9999999999999958
logp1_zscore,delta_method,0.005,1.0000000000000187
logp1_zscore,delta_method,0.0125,0.9999999999999886
logp1_zscore,delta_method,0.155,1.0000000000000024
logp1_zscore,delta_method,0.0075,0.9999999999999976
logp1_zscore,delta_method,0.1975,0.9999999999999979
logp1_zscore,delta_method,0.065,0.9999999999999906
logp1_zscore,delta_method,9.74,1.0000000000000022
logp1_zscore,delta_method,0.5825,0.999999999999995
logp1_zscore,delta_method,1.2575,1.0000000000000007
logp1_zscore,delta_method,0.0025,0.9999999999999997
logp1_zscore,delta_method,0.005,1.0000000000000016
logp1_zscore,delta_method,0.1875,0.9999999999999958
logp1_zscore,delta_method,1.1775,0.9999999999999969
logp1_zscore,delta_method,0.4075,1.0000000000000047
logp1_zscore,delta_method,0.1175,1.0000000000000027
logp1_zscore,delta_method,0.36,0.9999999999999973
logp1_zscore,delta_method,0.8,0.9999999999999981
logp1_zscore,delta_method,0.0675,0.9999999999999863
logp1_zscore,delta_method,0.005,0.9999999999999981
logp1_zscore,delta_method,0.1,0.9999999999999961
logp1_zscore,delta_method,2.4675,0.9999999999999974
logp1_zscore,delta_method,0.7525,0.9999999999999969
logp1_zscore,delta_method,0.0125,1.0000000000000084
logp1_zscore,delta_method,0.04,1.0000000000000098
logp1_zscore,delta_method,0.0625,1.000000000000005
logp1_zscore,delta_method,0.405,1.0000000000000027
logp1_zscore,delta_method,0.075,0.9999999999999911
logp1_zscore,delta_method,1.23,1.0000000000000018
logp1_zscore,delta_method,0.01,0.9999999999999971
logp1_zscore,delta_method,1.5075,1.0000000000000042
logp1_zscore,delta_method,0.505,1.0000000000000062
logp1_zscore,delta_method,25.97,1
logp1_zscore,delta_method,0.1725,1.0000000000000042
logp1_zscore,delta_method,0.025,1.0000000000000042
logp1_zscore,delta_method,0.0525,0.9999999999999989
logp1_zscore,delta_method,0.005,0.999999999999998
logp1_zscore,delta_method,2.25,1.0000000000000027
logp1_zscore,delta_method,1.19,1.0000000000000024
logp1_zscore,delta_method,0.0025,0.9999999999999993
logp1_zscore,delta_method,0.0375,0.99999999999999
logp1_zscore,delta_method,1.9125,1.0000000000000038
logp1_zscore,delta_method,0.01,0.9999999999999852
logp1_zscore,delta_method,0.3025,1.0000000000000024
logp1_zscore,delta_method,0.01,1.0000000000000009
logp1_zscore,delta_method,0.0575,0.999999999999986
logp1_zscore,delta_method,0.165,0.9999999999999987
logp1_zscore,delta_method,0.455,1.0000000000000062
logp1_zscore,delta_method,0.0025,0.9999999999999991
logp1_zscore,delta_method,0.04,0.9999999999999976
logp1_zscore,delta_method,0.0175,0.9999999999999996
logp1_zscore,delta_method,0.17,0.9999999999999891
logp1_zscore,delta_method,0.325,0.9999999999999939
logp1_zscore,delta_method,1.07,0.9999999999999954
logp1_zscore,delta_method,0.1925,0.9999999999999966
logp1_zscore,delta_method,0.1475,0.9999999999999905
logp1_zscore,delta_method,0.13,1.0000000000000073
logp1_zscore,delta_method,0.025,0.9999999999999941
logp1_zscore,delta_method,0.3825,1.000000000000006
logp1_zscore,delta_method,0.34,0.9999999999999976
logp1_zscore,delta_method,0.6775,1.0000000000000058
logp1_zscore,delta_method,0.115,1.0000000000000084
logp1_zscore,delta_method,0.5975,0.999999999999995
logp1_zscore,delta_method,0.0025,0.9999999999999997
logp1_zscore,delta_method,0.165,0.9999999999999964
logp1_zscore,delta_method,4.1775,1
logp1_zscore,delta_method,1.71,0.999999999999997
logp1_zscore,delta_method,0.19,1.0000000000000022
logp1_zscore,delta_method,0.595,0.9999999999999959
logp1_zscore,delta_method,0.0325,0.9999999999999858
logp1_zscore,delta_method,0.005,1.000000000000002
logp1_zscore,delta_method,9.68,1.0000000000000007
logp1_zscore,delta_method,0.235,0.9999999999999961
logp1_zscore,delta_method,0.0025,0.9999999999999994
logp1_zscore,delta_method,0.365,1.000000000000005
logp1_zscore,delta_method,1.92,0.9999999999999948
logp1_zscore,delta_method,0.1525,0.9999999999999875
logp1_zscore,delta_method,0.0025,1.0000000000000002
logp1_zscore,delta_method,0.025,1.000000000000008
logp1_zscore,delta_method,144.7075,0.9999999999999996
logp1_zscore,delta_method,3.495,0.9999999999999976
logp1_zscore,delta_method,0.005,0.9999999999999901
logp1_zscore,delta_method,0.0075,0.9999999999999964
logp1_zscore,delta_method,0.03,1.0000000000000062
logp1_zscore,delta_method,0.205,1.0000000000000027
logp1_zscore,delta_method,0.0125,0.9999999999999997
logp1_zscore,delta_method,0.305,0.9999999999999929
logp1_zscore,delta_method,0.9875,0.999999999999995
logp1_zscore,delta_method,0.17,1.0000000000000022
logp1_zscore,delta_method,1.7725,0.9999999999999993
logp1_zscore,delta_method,0.03,0.9999999999999969
logp1_zscore,delta_method,0.005,1.0000000000000022
logp1_zscore,delta_method,0.0225,1.0000000000000053
logp1_zscore,delta_method,0.0025,0.9999999999999987
logp1_zscore,delta_method,0.26,0.9999999999999976
logp1_zscore,delta_method,0.0075,0.9999999999999987
logp1_zscore,delta_method,0.0075,0.9999999999999906
logp1_zscore,delta_method,0.33,1.0000000000000022
logp1_zscore,delta_method,0.0075,1.0000000000000089
logp1_zscore,delta_method,0.0025,0.9999999999999979
logp1_zscore,delta_method,0.2175,0.9999999999999936
logp1_zscore,delta_method,1.19,0.9999999999999961
logp1_zscore,delta_method,0.2075,0.9999999999999987
logp1_zscore,delta_method,0.4175,0.9999999999999981
logp1_zscore,delta_method,0.025,0.9999999999999944
logp1_zscore,delta_method,0.3275,1.0000000000000018
logp1_zscore,delta_method,9.635,1.0000000000000013
logp1_zscore,delta_method,0.0075,0.9999999999999931
logp1_zscore,delta_method,0.03,0.999999999999993
logp1_zscore,delta_method,0.005,0.99999999999999
logp1_zscore,delta_method,0.03,1.000000000000018
logp1_zscore,delta_method,0.0775,1.0000000000000018
logp1_zscore,delta_method,0.2925,0.9999999999999994
logp1_zscore,delta_method,0.0025,0.9999999999999983
logp1_zscore,delta_method,0.3425,0.9999999999999944
logp1_zscore,delta_method,0.0025,0.9999999999999999
logp1_zscore,delta_method,0.73,0.9999999999999981
logp1_zscore,delta_method,2.2375,0.9999999999999979
logp1_zscore,delta_method,0.0025,0.9999999999999993
logp1_zscore,delta_method,0.0525,0.9999999999999923
logp1_zscore,delta_method,0.1125,1.0000000000000058
logp1_zscore,delta_method,0.4725,1.0000000000000002
logp1_zscore,delta_method,1.315,0.9999999999999996
logp1_zscore,delta_method,1.21,1.000000000000001
logp1_zscore,delta_method,0.005,1.0000000000000075
logp1_zscore,delta_method,0.0375,1.0000000000000069
logp1_zscore,delta_method,0.1075,1.000000000000002
logp1_zscore,delta_method,0.025,1.0000000000000022
logp1_zscore,delta_method,0.565,1.000000000000002
logp1_zscore,delta_method,0.02,0.9999999999999928
logp1_zscore,delta_method,0.4675,1.0000000000000018
logp1_zscore,delta_method,0.2525,0.9999999999999976
logp1_zscore,delta_method,0.01,0.9999999999999983
logp1_zscore,delta_method,0.0025,0.9999999999999979
logp1_zscore,delta_method,0.8825,1.0000000000000029
logp1_zscore,delta_method,4.0225,1.0000000000000004
logp1_zscore,delta_method,4.1425,0.9999999999999999
logp1_zscore,delta_method,0.0025,0.9999999999999984
logp1_zscore,delta_method,0.0475,1.0000000000000013
logp1_zscore,delta_method,0.0025,0.9999999999999999
logp1_zscore,delta_method,1.3525,0.9999999999999954
logp1_zscore,delta_method,0.0025,0.9999999999999994
logp1_zscore,delta_method,0.0325,1.0000000000000058
logp1_zscore,delta_method,0.0025,0.999999999999999
logp1_zscore,delta_method,0.0925,0.999999999999995
logp1_zscore,delta_method,0.02,1.0000000000000158
logp1_zscore,delta_method,0.0025,0.9999999999999993
logp1_zscore,delta_method,0.0025,0.9999999999999986
logp1_zscore,delta_method,0.0325,0.9999999999999967
logp1_zscore,delta_method,0.1475,1.0000000000000033
logp1_zscore,delta_method,2.275,1.0000000000000049
logp1_zscore,delta_method,0.3725,0.9999999999999946
logp1_zscore,delta_method,0.0325,1.0000000000000013
logp1_zscore,delta_method,2.3525,1.0000000000000027
logp1_zscore,delta_method,0.6375,1.0000000000000064
logp1_zscore,delta_method,0.015,0.9999999999999923
logp1_zscore,delta_method,0.0075,1.0000000000000124
logp1_zscore,delta_method,0.19,1.0000000000000038
logp1_zscore,delta_method,0.3025,0.9999999999999983
logp1_zscore,delta_method,0.0075,1.0000000000000153
logp1_zscore,delta_method,4.125,1.0000000000000009
logp1_zscore,delta_method,53.8275,1.0000000000000002
logp1_zscore,delta_method,0.0825,0.9999999999999951
logp1_zscore,delta_method,1.005,1.0000000000000036
logp1_zscore,delta_method,7.43,0.9999999999999996
logp1_zscore,delta_method,0.0025,0.9999999999999977
logp1_zscore,delta_method,0.015,1.0000000000000002
logp1_zscore,delta_method,0.0325,0.999999999999998
logp1_zscore,delta_method,0.0125,0.9999999999999993
logp1_zscore,delta_method,3.375,0.9999999999999967
logp1_zscore,delta_method,0.015,1.0000000000000218
logp1_zscore,delta_method,0.96,0.9999999999999971
logp1_zscore,delta_method,0.01,0.9999999999999984
logp1_zscore,delta_method,0.0025,0.9999999999999989
logp1_zscore,delta_method,0.0375,1.0000000000000193
logp1_zscore,delta_method,0.305,1.0000000000000022
logp1_zscore,delta_method,0.055,0.9999999999999949
logp1_zscore,delta_method,0.2025,1.0000000000000115
logp1_zscore,delta_method,0.2875,1.0000000000000058
logp1_zscore,delta_method,0.3975,0.9999999999999948
logp1_zscore,delta_method,0.125,1.0000000000000058
logp1_zscore,delta_method,0.535,0.9999999999999964
logp1_zscore,delta_method,0.0525,0.9999999999999954
logp1_zscore,delta_method,0.0075,1.0000000000000067
logp1_zscore,delta_method,0.1925,0.9999999999999928
logp1_zscore,delta_method,0.0175,0.9999999999999923
logp1_zscore,delta_method,0.0125,1.000000000000004
logp1_zscore,delta_method,0.125,1.0000000000000022
logp1_zscore,delta_method,0.0025,0.9999999999999994
logp1_zscore,delta_method,0.0025,0.9999999999999981
logp1_zscore,delta_method,0.0025,0.9999999999999979
logp1_zscore,delta_method,0.2975,0.9999999999999943
logp1_zscore,delta_method,0.0025,0.9999999999999983
logp1_zscore,delta_method,0.005,0.9999999999999815
logp1_zscore,delta_method,0.14,1.0000000000000082
logp1_zscore,delta_method,0.25,1.0000000000000067
logp1_zscore,delta_method,0.1775,0.9999999999999878
logp1_zscore,delta_method,0.225,1.0000000000000064
logp1_zscore,delta_method,0.2425,0.999999999999998
logp1_zscore,delta_method,3.76,1.0000000000000018
logp1_zscore,delta_method,0.0125,0.9999999999999878
logp1_zscore,delta_method,0.0225,1.0000000000000069
logp1_zscore,delta_method,0.37,1.000000000000004
logp1_zscore,delta_method,0.0575,0.9999999999999977
logp1_zscore,delta_method,5.685,1
logp1_zscore,delta_method,0.7425,0.9999999999999983
logp1_zscore,delta_method,0.005,0.9999999999999923
logp1_zscore,delta_method,0.355,0.9999999999999969
logp1_zscore,delta_method,0.1675,1
logp1_zscore,delta_method,0.0025,0.9999999999999981
logp1_zscore,delta_method,0.125,1.0000000000000104
logp1_zscore,delta_method,0.1775,1.0000000000000002
logp1_zscore,delta_method,0.04,0.9999999999999938
logp1_zscore,delta_method,0.0025,1
logp1_zscore,delta_method,0.165,1.0000000000000053
logp1_zscore,delta_method,0.0275,0.9999999999999792
logp1_zscore,delta_method,0.415,1.0000000000000027
logp1_zscore,delta_method,1.8125,0.9999999999999984
logp1_zscore,delta_method,0.0525,1.0000000000000029
logp1_zscore,delta_method,0.9975,0.999999999999997
logp1_zscore,delta_method,0.1025,1.0000000000000038
logp1_zscore,delta_method,0.1475,1.0000000000000082
logp1_zscore,delta_method,0.34,1.0000000000000033
logp1_zscore,delta_method,1.55,0.9999999999999958
logp1_zscore,delta_method,0.2775,0.9999999999999979
logp1_zscore,delta_method,9.9925,1.0000000000000009
logp1_zscore,delta_method,3.795,1.0000000000000038
logp1_zscore,delta_method,0.005,0.9999999999999986
logp1_zscore,delta_method,0.1325,0.9999999999999963
logp1_zscore,delta_method,0.075,1.0000000000000089
logp1_zscore,delta_method,0.1825,0.9999999999999984
logp1_zscore,delta_method,0.44,0.9999999999999974
logp1_zscore,delta_method,1.1725,0.9999999999999994
logp1_zscore,delta_method,0.025,0.9999999999999986
logp1_zscore,delta_method,0.0225,0.999999999999996
logp1_zscore,delta_method,0.0525,1.000000000000006
logp1_zscore,delta_method,0.0025,0.9999999999999986
logp1_zscore,delta_method,0.005,1.0000000000000113
logp1_zscore,delta_method,0.2875,1.0000000000000024
logp1_zscore,delta_method,0.4375,0.9999999999999964
logp1_zscore,delta_method,0.075,0.9999999999999969
logp1_zscore,delta_method,0.8125,0.9999999999999976
logp1_zscore,delta_method,0.1325,0.9999999999999925
logp1_zscore,delta_method,0.485,0.9999999999999929
logp1_zscore,delta_method,0.195,1.0000000000000029
logp1_zscore,delta_method,0.1075,0.9999999999999971
logp1_zscore,delta_method,0.6,0.9999999999999973
logp1_zscore,delta_method,0.0025,0.9999999999999989
logp1_zscore,delta_method,0.025,1.0000000000000038
logp1_zscore,delta_method,0.0025,0.9999999999999987
logp1_zscore,delta_method,0.4525,1.0000000000000038
logp1_zscore,delta_method,1.2525,1
logp1_zscore,delta_method,0.0775,1.0000000000000009
logp1_zscore,delta_method,0.185,1.000000000000009
logp1_zscore,delta_method,0.0075,1.0000000000000084
logp1_zscore,delta_method,26.9475,0.9999999999999993
logp1_zscore,delta_method,0.0525,0.9999999999999981
logp1_zscore,delta_method,0.19,1.0000000000000018
logp1_zscore,delta_method,0.07,1.0000000000000009
logp1_zscore,delta_method,0.045,1.000000000000007
logp1_zscore,delta_method,0.4675,1.0000000000000053
logp1_zscore,delta_method,0.1475,1.0000000000000038
logp1_zscore,delta_method,0.02,0.9999999999999944
logp1_zscore,delta_method,0.025,1.0000000000000078
logp1_zscore,delta_method,4.23,1.0000000000000007
logp1_zscore,delta_method,0.0175,0.9999999999999918
logp1_zscore,delta_method,0.0025,0.9999999999999996
logp1_zscore,delta_method,0.005,0.9999999999999974
logp1_zscore,delta_method,0.5875,1.0000000000000018
logp1_zscore,delta_method,0.085,1.0000000000000033
logp1_zscore,delta_method,0.15,1.000000000000001
logp1_zscore,delta_method,0.2575,0.999999999999994
logp1_zscore,delta_method,0.0425,0.9999999999999976
logp1_zscore,delta_method,0.0025,0.9999999999999981
logp1_zscore,delta_method,1.2175,0.9999999999999991
logp1_zscore,delta_method,0.02,1.0000000000000118
logp1_zscore,delta_method,0.0575,0.9999999999999943
logp1_zscore,delta_method,0.0925,1.0000000000000073
logp1_zscore,delta_method,0.0125,0.9999999999999994
logp1_zscore,delta_method,0.005,0.999999999999988
logp1_zscore,delta_method,0.28,1
logp1_zscore,delta_method,0.13,1.0000000000000109
logp1_zscore,delta_method,0.0125,1.0000000000000027
logp1_zscore,delta_method,0.0025,0.9999999999999994
logp1_zscore,delta_method,0.005,0.999999999999988
logp1_zscore,delta_method,0.015,1.0000000000000002
logp1_zscore,delta_method,0.035,0.9999999999999983
logp1_zscore,delta_method,0.3875,0.9999999999999976
logp1_zscore,delta_method,0.8675,0.9999999999999991
logp1_zscore,delta_method,0.485,1.0000000000000069
logp1_zscore,delta_method,0.06,1.0000000000000084
logp1_zscore,delta_method,0.01,1
logp1_zscore,delta_method,0.1775,0.999999999999997
logp1_zscore,delta_method,0.1525,1.0000000000000047
logp1_zscore,delta_method,0.225,1.0000000000000038
logp1_zscore,delta_method,3.1375,1.0000000000000016
logp1_zscore,delta_method,0.185,0.9999999999999961
logp1_zscore,delta_method,0.505,0.9999999999999993
logp1_zscore,delta_method,0.065,0.9999999999999948
logp1_zscore,delta_method,3.4925,1.0000000000000018
logp1_zscore,delta_method,0.6225,0.9999999999999951
logp1_zscore,delta_method,0.0075,0.9999999999999967
logp1_zscore,delta_method,0.42,0.9999999999999989
logp1_zscore,delta_method,0.22,1.0000000000000056
logp1_zscore,delta_method,0.4475,1.0000000000000042
logp1_zscore,delta_method,0.09,1.0000000000000047
logp1_zscore,delta_method,0.5875,1.0000000000000038
logp1_zscore,delta_method,0.005,0.9999999999999991
logp1_zscore,delta_method,0.1,1.0000000000000038
logp1_zscore,delta_method,0.3775,0.9999999999999963
logp1_zscore,delta_method,0.1525,1.0000000000000016
logp1_zscore,delta_method,0.0075,1.0000000000000029
logp1_zscore,delta_method,0.245,0.9999999999999973
logp1_zscore,delta_method,0.27,1.0000000000000042
logp1_zscore,delta_method,1.765,1.0000000000000009
logp1_zscore,delta_method,0.135,1.0000000000000053
logp1_zscore,delta_method,0.505,0.999999999999997
logp1_zscore,delta_method,0.855,1.0000000000000027
logp1_zscore,delta_method,0.78,0.9999999999999974
logp1_zscore,delta_method,0.005,1.0000000000000189
logp1_zscore,delta_method,1.4775,0.9999999999999979
logp1_zscore,delta_method,0.0025,0.9999999999999981
logp1_zscore,delta_method,0.71,1.0000000000000056
logp1_zscore,delta_method,0.0025,0.9999999999999997
logp1_zscore,delta_method,0.3725,1.0000000000000022
logp1_zscore,delta_method,7.64,1.0000000000000009
logp1_zscore,delta_method,0.3225,0.9999999999999976
logp1_zscore,delta_method,0.6475,1.0000000000000049
logp1_zscore,delta_method,0.0175,1.0000000000000009
logp1_zscore,delta_method,0.115,0.999999999999998
logp1_zscore,delta_method,0.585,1.000000000000002
logp1_zscore,delta_method,0.085,1.000000000000011
logp1_zscore,delta_method,0.13,1.0000000000000064
logp1_zscore,delta_method,0.0275,0.9999999999999886
logp1_zscore,delta_method,0.06,0.9999999999999956
logp1_zscore,delta_method,2.58,1.0000000000000022
logp1_zscore,delta_method,0.545,0.9999999999999916
logp1_zscore,delta_method,0.0025,0.9999999999999999
logp1_zscore,delta_method,0.01,0.9999999999999986
logp1_zscore,delta_method,0.0225,1.0000000000000033
logp1_zscore,delta_method,0.0475,1.0000000000000102
logp1_zscore,delta_method,0.885,0.9999999999999976
logp1_zscore,delta_method,0.245,1.0000000000000027
logp1_zscore,delta_method,0.1325,0.9999999999999928
logp1_zscore,delta_method,0.0175,0.9999999999999994
logp1_zscore,delta_method,0.005,1.0000000000000056
logp1_zscore,delta_method,0.0125,1.0000000000000002
logp1_zscore,delta_method,1.55,0.9999999999999973
logp1_zscore,delta_method,4.6075,0.9999999999999981
logp1_zscore,delta_method,0.255,1.0000000000000062
logp1_zscore,delta_method,0.13,0.9999999999999946
logp1_zscore,delta_method,0.2825,0.9999999999999966
logp1_zscore,delta_method,0.7625,1.0000000000000024
logp1_zscore,delta_method,0.005,1.0000000000000036
logp1_zscore,delta_method,1.875,0.9999999999999964
logp1_zscore,delta_method,0.235,0.9999999999999959
logp1_zscore,delta_method,0.0775,1.0000000000000062
logp1_zscore,delta_method,0.0125,0.9999999999999888
logp1_zscore,delta_method,0.0125,1.0000000000000018
logp1_zscore,delta_method,0.0025,0.9999999999999977
logp1_zscore,delta_method,0.2375,0.9999999999999963
logp1_zscore,delta_method,0.745,0.9999999999999969
logp1_hvg_zscore,delta_method,0.345,1.000000000000003
logp1_hvg_zscore,delta_method,0.96,1.0000000000000047
logp1_hvg_zscore,delta_method,0.5125,0.9999999999999941
logp1_hvg_zscore,delta_method,0.365,0.999999999999995
logp1_hvg_zscore,delta_method,1.0575,0.9999999999999944
logp1_hvg_zscore,delta_method,0.79,0.9999999999999979
logp1_hvg_zscore,delta_method,2.4575,1.0000000000000018
logp1_hvg_zscore,delta_method,0.3425,0.9999999999999964
logp1_hvg_zscore,delta_method,0.275,1.0000000000000049
logp1_hvg_zscore,delta_method,0.7575,1.000000000000004
logp1_hvg_zscore,delta_method,1.13,1.0000000000000018
logp1_hvg_zscore,delta_method,0.7075,0.9999999999999963
logp1_hvg_zscore,delta_method,0.4375,1.0000000000000038
logp1_hvg_zscore,delta_method,1.17,0.999999999999996
logp1_hvg_zscore,delta_method,0.6625,0.9999999999999958
logp1_hvg_zscore,delta_method,0.2875,0.999999999999993
logp1_hvg_zscore,delta_method,0.8475,1.0000000000000033
logp1_hvg_zscore,delta_method,2.91,0.9999999999999981
logp1_hvg_zscore,delta_method,2.2975,1.0000000000000002
logp1_hvg_zscore,delta_method,109.57,0.9999999999999996
logp1_hvg_zscore,delta_method,2.035,0.9999999999999967
logp1_hvg_zscore,delta_method,0.585,1.0000000000000093
logp1_hvg_zscore,delta_method,0.275,0.999999999999991
logp1_hvg_zscore,delta_method,5.61,1.0000000000000027
logp1_hvg_zscore,delta_method,0.715,1.0000000000000018
logp1_hvg_zscore,delta_method,1.91,0.9999999999999966
logp1_hvg_zscore,delta_method,1.215,1.0000000000000013
logp1_hvg_zscore,delta_method,0.59,1.0000000000000064
logp1_hvg_zscore,delta_method,1.505,0.9999999999999961
logp1_hvg_zscore,delta_method,0.775,1.0000000000000058
logp1_hvg_zscore,delta_method,1.135,1.0000000000000053
logp1_hvg_zscore,delta_method,0.6925,0.9999999999999956
logp1_hvg_zscore,delta_method,0.5025,1.0000000000000024
logp1_hvg_zscore,delta_method,0.275,0.9999999999999977
logp1_hvg_zscore,delta_method,0.1575,1.0000000000000038
logp1_hvg_zscore,delta_method,0.5425,0.9999999999999997
logp1_hvg_zscore,delta_method,31.5775,0.9999999999999996
logp1_hvg_zscore,delta_method,0.085,1.0000000000000042
logp1_hvg_zscore,delta_method,2.25,0.9999999999999973
logp1_hvg_zscore,delta_method,0.7625,1.000000000000005
logp1_hvg_zscore,delta_method,0.38,0.9999999999999963
logp1_hvg_zscore,delta_method,1.1725,1.0000000000000033
logp1_hvg_zscore,delta_method,0.605,1.0000000000000027
logp1_hvg_zscore,delta_method,0.815,1.0000000000000018
logp1_hvg_zscore,delta_method,0.4575,1.0000000000000047
logp1_hvg_zscore,delta_method,0.2925,0.9999999999999983
logp1_hvg_zscore,delta_method,0.4275,0.9999999999999967
logp1_hvg_zscore,delta_method,1.8125,0.9999999999999981
logp1_hvg_zscore,delta_method,5.825,0.9999999999999991
logp1_hvg_zscore,delta_method,0.5725,0.9999999999999958
logp1_hvg_zscore,delta_method,0.2975,1.0000000000000044
logp1_hvg_zscore,delta_method,0.075,1.000000000000002
logp1_hvg_zscore,delta_method,0.615,0.9999999999999971
logp1_hvg_zscore,delta_method,0.8725,1.000000000000003
logp1_hvg_zscore,delta_method,11.6575,1
logp1_hvg_zscore,delta_method,2.64,0.9999999999999987
logp1_hvg_zscore,delta_method,1.265,1.0000000000000022
logp1_hvg_zscore,delta_method,0.5875,0.999999999999995
logp1_hvg_zscore,delta_method,0.4125,1.0000000000000007
logp1_hvg_zscore,delta_method,1.0175,1.0000000000000033
logp1_hvg_zscore,delta_method,0.32,0.9999999999999926
logp1_hvg_zscore,delta_method,0.92,0.9999999999999954
logp1_hvg_zscore,delta_method,2.105,0.999999999999999
logp1_hvg_zscore,delta_method,0.4025,0.9999999999999953
logp1_hvg_zscore,delta_method,0.3425,0.9999999999999973
logp1_hvg_zscore,delta_method,3.21,1.0000000000000047
logp1_hvg_zscore,delta_method,1.1575,1.0000000000000042
logp1_hvg_zscore,delta_method,1.3675,1.0000000000000038
logp1_hvg_zscore,delta_method,0.415,0.9999999999999969
logp1_hvg_zscore,delta_method,0.435,1.0000000000000042
logp1_hvg_zscore,delta_method,0.47,1.0000000000000069
logp1_hvg_zscore,delta_method,0.1575,1.0000000000000009
logp1_hvg_zscore,delta_method,1.6,1.0000000000000033
logp1_hvg_zscore,delta_method,2.7475,0.9999999999999973
logp1_hvg_zscore,delta_method,1.655,0.999999999999998
logp1_hvg_zscore,delta_method,0.7075,0.9999999999999948
logp1_hvg_zscore,delta_method,4.8075,1.0000000000000007
logp1_hvg_zscore,delta_method,0.785,0.9999999999999997
logp1_hvg_zscore,delta_method,0.785,0.9999999999999967
logp1_hvg_zscore,delta_method,0.795,0.9999999999999973
logp1_hvg_zscore,delta_method,0.265,1.0000000000000058
logp1_hvg_zscore,delta_method,1.28,0.9999999999999948
logp1_hvg_zscore,delta_method,1.6725,1.0000000000000036
logp1_hvg_zscore,delta_method,0.9525,0.9999999999999989
logp1_hvg_zscore,delta_method,0.945,1.0000000000000027
logp1_hvg_zscore,delta_method,0.59,0.9999999999999954
logp1_hvg_zscore,delta_method,0.4125,0.9999999999999996
logp1_hvg_zscore,delta_method,0.67,1.0000000000000002
logp1_hvg_zscore,delta_method,0.6325,0.9999999999999991
logp1_hvg_zscore,delta_method,0.3525,1.0000000000000022
logp1_hvg_zscore,delta_method,22.125,1.0000000000000002
logp1_hvg_zscore,delta_method,0.68,1.000000000000005
logp1_hvg_zscore,delta_method,0.3475,1.0000000000000007
logp1_hvg_zscore,delta_method,1.39,1.0000000000000033
logp1_hvg_zscore,delta_method,0.34,0.9999999999999903
logp1_hvg_zscore,delta_method,1.17,1.0000000000000049
logp1_hvg_zscore,delta_method,0.4925,0.9999999999999983
logp1_hvg_zscore,delta_method,0.425,0.9999999999999939
logp1_hvg_zscore,delta_method,0.3275,1.0000000000000027
logp1_hvg_zscore,delta_method,0.395,1.0000000000000027
logp1_hvg_zscore,delta_method,0.1375,0.9999999999999981
logp1_hvg_zscore,delta_method,0.2425,1.000000000000003
logp1_hvg_zscore,delta_method,1.9275,0.9999999999999979
logp1_hvg_zscore,delta_method,0.335,0.9999999999999984
logp1_hvg_zscore,delta_method,0.2125,1.000000000000008
logp1_hvg_zscore,delta_method,0.79,1.0000000000000007
logp1_hvg_zscore,delta_method,0.375,0.9999999999999919
logp1_hvg_zscore,delta_method,0.2925,0.9999999999999925
logp1_hvg_zscore,delta_method,0.8925,1.0000000000000036
logp1_hvg_zscore,delta_method,0.1725,0.9999999999999959
logp1_hvg_zscore,delta_method,0.8525,1.0000000000000029
logp1_hvg_zscore,delta_method,1.0425,0.9999999999999949
logp1_hvg_zscore,delta_method,0.3575,0.9999999999999961
logp1_hvg_zscore,delta_method,0.1725,1.0000000000000056
logp1_hvg_zscore,delta_method,0.9125,0.9999999999999956
logp1_hvg_zscore,delta_method,0.36,0.9999999999999996
logp1_hvg_zscore,delta_method,1.1725,0.9999999999999959
logp1_hvg_zscore,delta_method,0.455,1.0000000000000016
logp1_hvg_zscore,delta_method,1.9725,1.000000000000003
logp1_hvg_zscore,delta_method,0.6775,1.0000000000000036
logp1_hvg_zscore,delta_method,0.1725,1.0000000000000082
logp1_hvg_zscore,delta_method,1.0975,0.9999999999999967
